timestamp,clean_title,subject,verb,object,eval,palettes,legend,active_passive
20140318,"Google, Viacom settle YouTube copyright lawsuit","Google, Viacom",settle,YouTube copyright lawsuit,2,#e7ba52,"face, settle, raid, investigate, ...",
20140320,China's Ingenious Ene-carbon says it does not face debt default risks,China's Ingenious Ene-carbon,says,it does not face debt default risks,7,#636363,say,
20140321,6.7-magnitude earthquake strikes off India's Nicoma Islands,6.7-magnitude earthquake,strikes,off India's Nicoma Islands,0,#e6550d,"hit, shake, strike",
20140322,"6.2 magnitude earthquake hits northern Chile, no damage reported",6.2 magnitude earthquake,hits,"northern Chile, no damage reported",0,#e6550d,"hit, shake, strike",
20140323,Central banker says defaults may be good for China markets,Central banker,says,defaults may be good for China markets,7,#636363,say,
20140323,C.banker says defaults may be good for China markets,C.banker,says,defaults may be good for China markets,7,#636363,say,
20140324,Coal miner SouthGobi warns of debt default; shares tank,Coal miner SouthGobi,warns,of debt default; shares tank,7,#ad494a,"see, predict, warn",
20140324,Russia's Sberbank warns of recession risk,Russia's Sberbank,warns,of recession risk,6,#ad494a,"see, predict, warn",
20140325,Facebook to buy virtual reality goggles maker for $2 bln,Facebook,to buy,virtual reality goggles maker for $2 bln,3,#1f77b4,"buy, invest, acquire",
20140325,Facebook to buy virtual reality goggles maker for $2 billion,Facebook,to buy,virtual reality goggles maker for $2 billion,3,#1f77b4,"buy, invest, acquire",
20140330,Yellowstone National Park rattled by largest earthquake in 34 years,Yellowstone National Park,rattled,by largest earthquake in 34 years,0,#7b4173,"felt, seen, rattle",
20140401,"Magnitude 8.0 earthquake strikes off Chile, near Iquique",Magnitude 8.0 earthquake,strikes,"off Chile, near Iquique",0,#e6550d,"hit, shake, strike",
20140407,Magnitude 5 earthquake felt in southeastern France,Magnitude 5 earthquake,felt,in southeastern France,0,#7b4173,"felt, seen, rattle",
20140408,Rusal says lenders agree not to take action on potential defaults,Rusal,says,lenders agree not to take action on potential defaults,7,#636363,say,
20140408,Chile's Collahuasi says impact from earthquake minor,Chile's Collahuasi,says,impact from earthquake minor,0,#636363,say,
20140410,Google to sell Glass to public next week,Google,to sell,Glass to public next week,2,#aec7e8,sell,
20140410,Facebook says WhatsApp deal cleared by FTC,Facebook,says,WhatsApp deal cleared by FTC,3,#636363,say,
20140414,Google unveils email scanning practices in new terms of service,Google,unveils,email scanning practices in new terms of service,2,#d62728,"launch, unveil, introduce",
20140414,Google to buy drone-maker Titan Aerospace,Google,to buy,drone-maker Titan Aerospace,2,#1f77b4,"buy, invest, acquire",
20140418,"Powerful earthquake rattles Mexico, shakes buildings","Powerful earthquake rattles Mexico,",shakes,buildings,0,#e6550d,"hit, shake, strike",
20140424,Brazil's Bradesco CFO sees defaults stable in coming months,Brazil's Bradesco CFO,sees,defaults stable in coming months,7,#ad494a,"see, predict, warn",
20140427,"At least two people killed in tornadoes in central, southern U.S.- report",At least two people,killed,"in tornadoes in central, southern U.S.- report",1,#393b79,"kill, injure, rise",p
20140428,U.S. storm system that killed 16 causes tornado in Mississippi,U.S. storm system that,killed,16 causes tornado in Mississippi,1,#393b79,"kill, injure, rise",
20140428,Google says self-driving car tests now focused on city driving,Google,says,self-driving car tests now focused on city driving,2,#636363,say,
20140428,"At least 12 killed as tornadoes rip through Arkansas, Oklahoma",At least 12,killed,"as tornadoes rip through Arkansas, Oklahoma",1,#393b79,"kill, injure, rise",
20140428,"At least 17 killed as tornadoes rip through Arkansas, Oklahoma",At least 17,killed,"as tornadoes rip through Arkansas, Oklahoma",1,#393b79,"kill, injure, rise",
20140430,"Facebook launches mobile ad network to vie with Google, Twitter",Facebook,launches,"mobile ad network to vie with Google, Twitter",3,#d62728,"launch, unveil, introduce",
20140430,IMF mission chief says 'Russia is experiencing recession now',IMF mission chief,says,'Russia is experiencing recession now',6,#636363,say,
20140430,"IMF mission chief says ""Russia is experiencing recession now"".",IMF mission chief,says,"""Russia is experiencing recession now"".",6,#636363,say,
20140501,Google faces antitrust lawsuit on US mobile internet search,Google,faces,antitrust lawsuit on US mobile internet search,2,#e7ba52,"face, settle, raid, investigate, ...",
20140502,Google faces antitrust lawsuit on U.S. mobile internet search,Google,faces,antitrust lawsuit on U.S. mobile internet search,2,#e7ba52,"face, settle, raid, investigate, ...",
20140507,"Tesla posts strong operating profit, says battery factory plans on track",Tesla,posts,"strong operating profit, says battery factory plans on track",5,#636363,say,
20140508,"Apple to unveil iPhone 6 in August, earlier than expected -report",Apple,to unveil,"iPhone 6 in August, earlier than expected -report",4,#d62728,"launch, unveil, introduce",
20140508,Apple close to buying headphone maker Beats Electronics,Apple close,to buying,headphone maker Beats Electronics,4,#1f77b4,"buy, invest, acquire",
20140509,Apple close to buying Beats for $3.2 billion,Apple close,to buying,Beats for $3.2 billion,4,#1f77b4,"buy, invest, acquire",
20140509,Treasury says debt payments could be prioritized in default scenario,Treasury,says,debt payments could be prioritized in default scenario,7,#636363,say,
20140509,U.S. Treasury says debt payments could be prioritized in default scenario,U.S. Treasury,says,debt payments could be prioritized in default scenario,7,#636363,say,
20140509,"Apple to unveil iPhone 6 in August, earlier than expected",Apple,to unveil,"iPhone 6 in August, earlier than expected",4,#d62728,"launch, unveil, introduce",
20140509,Apple close to buying Beats for $3.2 bln -source,Apple close,to buying,Beats for $3.2 bln -source,4,#1f77b4,"buy, invest, acquire",
20140512,Facebook says it may open sales office in China,Facebook,says,it may open sales office in China,3,#636363,say,
20140513,European court says Google must respect 'right to be forgotten',European court,says,Google must respect 'right to be forgotten',2,#636363,say,
20140516,Baidu hires former Google artificial intelligence chief,Baidu,hires,former Google artificial intelligence chief,2,#fdd0a2,hire,
20140517,Cyprus finance minister says lenders anticipate shallower recession in 2014,Cyprus finance minister,says,lenders anticipate shallower recession in 2014,6,#636363,say,
20140519,Google's YouTube to buy streaming-video site Twitch for $1 billion,Google's YouTube,to buy,streaming-video site Twitch for $1 billion,2,#1f77b4,"buy, invest, acquire",
20140519,UPDATE 1-Google's YouTube to buy streaming-video site Twitch for $1 bln,UPDATE 1-Google's YouTube,to buy,streaming-video site Twitch for $1 bln,2,#1f77b4,"buy, invest, acquire",
20140519,Google acquires mobile service company Divide,Google,acquires,mobile service company Divide,2,#1f77b4,"buy, invest, acquire",
20140519,Thai economy shrinks more than expected in Q1; political crisis may cause recession,Thai economy,shrinks,more than expected in Q1; political crisis may cause recession,6,#d9f0a3,"deepen, shrink, sink, worsen",
20140520,Facebook to expand video ads to seven countries outside U.S.,Facebook,to expand,video ads to seven countries outside U.S.,3,#d62728,"launch, unveil, introduce",
20140521,Prudential's Greg Peters says bond yields signal recession possibility,Prudential's Greg Peters,says,bond yields signal recession possibility,6,#636363,say,
20140521,Brazil's Caixa sees defaults falling this quarter,Brazil's Caixa,sees,defaults falling this quarter,7,#ad494a,"see, predict, warn",
20140522,Google developing tablet with advanced vision capabilities,Google,developing,tablet with advanced vision capabilities,2,#6baed6,developing,
20140527,"Tornado injures nine, one critically, in North Dakota",Tornado,injures,"nine, one critically, in North Dakota",1,#393b79,"kill, injure, rise",
20140603,Facebook acquires mobile data plan firm Pryte,Facebook,acquires,mobile data plan firm Pryte,3,#1f77b4,"buy, invest, acquire",
20140604,5.7-magnitude earthquake hits southern Alaska,5.7-magnitude earthquake,hits,southern Alaska,0,#e6550d,"hit, shake, strike",
20140606,Cyprus economy shrinks 0.7 percent in first-quarter as recession drags on,Cyprus economy,shrinks,0.7 percent in first-quarter as recession drags on,6,#d9f0a3,"deepen, shrink, sink, worsen",
20140608,Tornado injures man on golf course in suburban Denver,Tornado,injures,man on golf course in suburban Denver,1,#393b79,"kill, injure, rise",
20140609,Facebook's Instagram to expand ads beyond U.S,Facebook's Instagram,to expand,ads beyond U.S,3,#d62728,"launch, unveil, introduce",
20140609,Facebook's Instagram to expand ads beyond U.S.,Facebook's Instagram,to expand,ads beyond U.S.,3,#d62728,"launch, unveil, introduce",
20140610,Google to buy satellite company Skybox Imaging for $500 million,Google,to buy,satellite company Skybox Imaging for $500 million,2,#1f77b4,"buy, invest, acquire",
20140610,Google to buy satellite company Skybox Imaging for $500 mln,Google,to buy,satellite company Skybox Imaging for $500 mln,2,#1f77b4,"buy, invest, acquire",
20140611,Apple says has not received selective Irish tax treatment,Apple,says,has not received selective Irish tax treatment,4,#636363,say,
20140612,Startup launches 'first wearable health record' for Google Glass,Startup,launches,'first wearable health record' for Google Glass,2,#d62728,"launch, unveil, introduce",
20140612,Facebook expands users' ad targeting profiles with website data,Facebook,expands,users' ad targeting profiles with website data,3,#d62728,"launch, unveil, introduce",
20140613,Google developing health data service,Google,developing,health data service,2,#6baed6,developing,
20140613,Google developing health data service -report,Google,developing,health data service -report,2,#6baed6,developing,
20140616,"Tornado kills one, injures 16 in Nebraska town",Tornado,kills,"one, injures 16 in Nebraska town",1,#393b79,"kill, injure, rise",
20140616,Fernandez says Argentina will not default on restructured debt,Fernandez,says,Argentina will not default on restructured debt,7,#636363,say,
20140616,Tornadoes sweep through northeastern Nebraska,Tornadoes,sweep,through northeastern Nebraska,1,#e6550d,"hit, shake, strike",
20140619,"Judge says concerned about Apple, Google hiring settlement",Judge,says,"concerned about Apple, Google hiring settlement",2,#636363,say,
20140619,"Argentina says next bond payment 'impossible', default looms",Argentina,says,"next bond payment 'impossible', default looms",7,#636363,say,
20140620,Google's Nest to buy Dropcam for $555 mln -report,Google's Nest,to buy,Dropcam for $555 mln -report,2,#1f77b4,"buy, invest, acquire",
20140622,Google's Nest to buy Dropcam for $555 million,Google's Nest,to buy,Dropcam for $555 million,2,#1f77b4,"buy, invest, acquire",
20140623,Argentina economy slips into recession in first-quarter,Argentina economy,slips,into recession in first-quarter,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20140623,Argentine economy slips into recession,Argentine economy,slips,into recession,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20140623,EU sees little risk of Ireland defaulting on euro zone loans,EU,sees,little risk of Ireland defaulting on euro zone loans,7,#ad494a,"see, predict, warn",
20140624,U.S. watchdog says Google's Skybox deal raises commodity trade concern,U.S. watchdog,says,Google's Skybox deal raises commodity trade concern,2,#636363,say,
20140624,Major earthquake hits off Alaska's Aleutian Islands,Major earthquake,hits,off Alaska's Aleutian Islands,0,#e6550d,"hit, shake, strike",
20140625,"Google unveils 'Fit' health, fitness tracking platform",Google,unveils,"'Fit' health, fitness tracking platform",2,#d62728,"launch, unveil, introduce",
20140625,"Google unveils ""Fit"" health, fitness tracking platform",Google,unveils,"""Fit"" health, fitness tracking platform",2,#d62728,"launch, unveil, introduce",
20140625,Google says first cars running Android Auto software to roll out this year,Google,says,first cars running Android Auto software to roll out this year,2,#636363,say,
20140625,Cyprus central bank sees shallower 2014 recession than forecast,Cyprus central bank,sees,shallower 2014 recession than forecast,6,#ad494a,"see, predict, warn",
20140630,Google to shut down social networking service Orkut in September,Google,to shut,down social networking service Orkut in September,2,#de9ed6,"cut, shut",
20140630,EU's Almunia says could probe Google's YouTube dominance,EU's Almunia,says,could probe Google's YouTube dominance,2,#636363,say,
20140701,Google buys music streaming service Songza,Google,buys,music streaming service Songza,2,#1f77b4,"buy, invest, acquire",
20140701,China trust firm warns of possible default on wealth management product -report,China trust firm,warns,of possible default on wealth management product -report,7,#ad494a,"see, predict, warn",
20140702,Goldman says Google has blocked email with leaked client data,Goldman,says,Google has blocked email with leaked client data,2,#636363,say,
